title,city,education,experience,company,company_size,company_type,salary_text,skills,description,publish_date,link
Python开发工程师,成都,本科,经验不限,锐合网络有限公司,少于50人,外资,1.2-2.2万/月,"sql, linux, python, docker, 爬虫",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、linux、python、docker、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-30,https://job.example.com/42_00146
算法工程师,武汉,硕士,在校/应届,智帆科技有限公司,少于50人,外资,11-20K,"nlp, 推荐系统, 深度学习, python, 机器学习",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：nlp、推荐系统、深度学习、python、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-17,https://job.example.com/42_00147
Python开发工程师,上海,本科,1-3年,星合软件有限公司,2000人以上,上市公司,14-17K,"sql, docker, django, python, 爬虫",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、docker、django、python、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-16,https://job.example.com/42_00148
数据运营,上海,硕士,3-5年,智途智能有限公司,50-150人,上市公司,21-26K,"数据可视化, 用户增长, excel, sql, python",数据运营岗位：与产品和运营协作，输出数据专题分析报告。核心技能：数据可视化、用户增长、excel、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-05,https://job.example.com/42_00149
大数据开发工程师,杭州,硕士,在校/应届,启脉科技有限公司,150-500人,外资,1.6-2.2万/月,"java, spark, flink, hadoop, linux",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：java、spark、flink、hadoop、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-29,https://job.example.com/42_00150
Python开发工程师,广州,本科,经验不限,蓝合智能有限公司,50-150人,外资,12-22K,"sql, docker, flask, 爬虫, linux",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、docker、flask、爬虫、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-23,https://job.example.com/42_00151
BI工程师,成都,本科,3-5年,智脉软件有限公司,150-500人,民营,1.4-1.9万/月,"excel, 数据可视化, tableau, etl, powerbi",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：excel、数据可视化、tableau、etl、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00152
数据运营,北京,大专,1-3年,海合数据有限公司,150-500人,国企,14-23K·16薪,"python, sql, 用户增长, 数据分析, excel",数据运营岗位：与产品和运营协作，输出数据专题分析报告。核心技能：python、sql、用户增长、数据分析、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-19,https://job.example.com/42_00153
Python开发工程师,南京,硕士,1-3年,智数智能有限公司,2000人以上,民营,面议,"flask, sql, 爬虫, django, docker",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：flask、sql、爬虫、django、docker。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-24,https://job.example.com/42_00154
算法工程师,广州,大专,3-5年,云途网络有限公司,50-150人,上市公司,1.4-2.4万/月,"python, 推荐系统, 深度学习, 机器学习, 算法",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：python、推荐系统、深度学习、机器学习、算法。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-18,https://job.example.com/42_00155
BI工程师,南京,学历不限,3-5年,云数软件有限公司,少于50人,民营,1.2-2.0万/月,"etl, excel, tableau, 数据可视化, sql",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：etl、excel、tableau、数据可视化、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-10,https://job.example.com/42_00156
算法工程师,南京,学历不限,在校/应届,海图软件有限公司,150-500人,民营,6-9K·16薪,"推荐系统, 深度学习, 机器学习, nlp, python",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：推荐系统、深度学习、机器学习、nlp、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-14,https://job.example.com/42_00157
Python开发工程师,广州,大专,在校/应届,启合数据有限公司,500-2000人,国企,11-20K,"flask, linux, 爬虫, django, sql",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：flask、linux、爬虫、django、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-18,https://job.example.com/42_00158
机器学习工程师,南京,硕士,1-3年,锐途智能有限公司,50-150人,外资,16-20K,"tensorflow, python, 机器学习, pytorch, nlp",机器学习工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：tensorflow、python、机器学习、pytorch、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-25,https://job.example.com/42_00159
数据产品经理,成都,硕士,1-3年,锐帆网络有限公司,2000人以上,上市公司,面议,"用户研究, 产品设计, 数据可视化, 需求分析, sql",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：用户研究、产品设计、数据可视化、需求分析、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-11,https://job.example.com/42_00160
Python开发工程师,深圳,本科,经验不限,星创软件有限公司,500-2000人,国企,13-18K·13薪,"linux, docker, 爬虫, sql, flask",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：linux、docker、爬虫、sql、flask。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-07,https://job.example.com/42_00161
数据挖掘工程师,广州,本科,5-10年,星帆软件有限公司,2000人以上,上市公司,2.0-3.0万/月,"sql, pandas, python, 数据挖掘, 统计学",数据挖掘工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、pandas、python、数据挖掘、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-24,https://job.example.com/42_00162
数据产品经理,南京,本科,经验不限,星创网络有限公司,50-150人,合资,12-16K·14薪,"用户研究, 数据可视化, 需求分析, 产品设计, excel",数据产品经理岗位：负责核心算法的调研、实现与线上效果优化。核心技能：用户研究、数据可视化、需求分析、产品设计、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-15,https://job.example.com/42_00163
大数据开发工程师,成都,硕士,5-10年,海脉数据有限公司,150-500人,民营,20-24K·13薪,"sql, java, flink, spark, hive",大数据开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、java、flink、spark、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-16,https://job.example.com/42_00164
机器学习工程师,深圳,学历不限,3-5年,智帆科技有限公司,2000人以上,外资,15-23K·15薪,"pytorch, 深度学习, tensorflow, python, nlp",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pytorch、深度学习、tensorflow、python、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-08,https://job.example.com/42_00165
大数据开发工程师,杭州,学历不限,3-5年,智图数据有限公司,50-150人,国企,薪资面议,"linux, java, spark, flink, sql",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：linux、java、spark、flink、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-02,https://job.example.com/42_00166
BI工程师,南京,本科,3-5年,海脉科技有限公司,500-2000人,上市公司,1.5-2.5万/月,"excel, powerbi, 数据可视化, tableau, etl",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、powerbi、数据可视化、tableau、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-02,https://job.example.com/42_00167
算法工程师,北京,学历不限,5-10年,智途智能有限公司,500-2000人,国企,1.8-2.8万/月,"数据结构, nlp, python, 深度学习, 机器学习",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据结构、nlp、python、深度学习、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-05,https://job.example.com/42_00168
算法工程师,杭州,本科,3-5年,云途软件有限公司,少于50人,民营,1.6-2.6万/月,"推荐系统, 算法, 数据结构, 深度学习, nlp",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：推荐系统、算法、数据结构、深度学习、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-29,https://job.example.com/42_00169
数据分析师,武汉,本科,3-5年,海数网络有限公司,少于50人,外资,1.4-1.7万/月,"sql, excel, pandas, 统计学, numpy",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、excel、pandas、统计学、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-21,https://job.example.com/42_00170
大数据开发工程师,深圳,硕士,3-5年,云帆智能有限公司,50-150人,上市公司,1.8-2.1万/月,"java, linux, sql, hive, flink",大数据开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：java、linux、sql、hive、flink。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-29,https://job.example.com/42_00171
算法工程师,上海,学历不限,1-3年,云图科技有限公司,少于50人,外资,14-19K·13薪,"nlp, 算法, 深度学习, python, 推荐系统",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：nlp、算法、深度学习、python、推荐系统。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-18,https://job.example.com/42_00172
数据挖掘工程师,上海,硕士,3-5年,海图数据有限公司,500-2000人,上市公司,1.9-2.3万/月,"python, pandas, 机器学习, sql, 统计学",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：python、pandas、机器学习、sql、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-13,https://job.example.com/42_00173
数据挖掘工程师,上海,硕士,3-5年,蓝图科技有限公司,50-150人,上市公司,20-23K·16薪,"sql, 数据挖掘, spark, 统计学, python",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、数据挖掘、spark、统计学、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-24,https://job.example.com/42_00174
大数据开发工程师,深圳,硕士,3-5年,智脉数据有限公司,500-2000人,合资,薪资面议,"hive, spark, flink, hadoop, sql",大数据开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：hive、spark、flink、hadoop、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00175
ETL工程师,上海,硕士,经验不限,蓝创数据有限公司,500-2000人,民营,面议,"hive, python, etl, spark, linux",ETL工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：hive、python、etl、spark、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-02,https://job.example.com/42_00176
大数据开发工程师,深圳,本科,经验不限,智合软件有限公司,500-2000人,民营,13-20K,"sql, flink, hive, hadoop, linux",大数据开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、flink、hive、hadoop、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-10,https://job.example.com/42_00177
Python开发工程师,深圳,学历不限,在校/应届,海脉数据有限公司,少于50人,国企,薪资面议,"flask, docker, sql, python, linux",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：flask、docker、sql、python、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-15,https://job.example.com/42_00178
数据产品经理,北京,本科,3-5年,星合网络有限公司,2000人以上,上市公司,1.8-2.3万/月,"excel, 需求分析, 数据可视化, 产品设计, sql",数据产品经理岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、需求分析、数据可视化、产品设计、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-18,https://job.example.com/42_00179
数据挖掘工程师,杭州,大专,经验不限,云数智能有限公司,少于50人,合资,12-15K·13薪,"spark, python, 数据挖掘, sql, 机器学习",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：spark、python、数据挖掘、sql、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-12,https://job.example.com/42_00180
数据挖掘工程师,成都,本科,1-3年,云途科技有限公司,50-150人,民营,14-19K,"spark, python, pandas, 统计学, sql",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：spark、python、pandas、统计学、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-05,https://job.example.com/42_00181
数据运营,武汉,本科,1-3年,蓝途智能有限公司,少于50人,国企,11-20K,"sql, 用户增长, 数据可视化, python, excel",数据运营岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、用户增长、数据可视化、python、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-30,https://job.example.com/42_00182
大数据开发工程师,杭州,本科,经验不限,锐脉网络有限公司,2000人以上,国企,14-20K·15薪,"hive, flink, java, hadoop, sql",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：hive、flink、java、hadoop、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-09,https://job.example.com/42_00183
机器学习工程师,广州,本科,1-3年,云脉软件有限公司,150-500人,民营,14-23K·13薪,"python, 机器学习, 深度学习, tensorflow, nlp",机器学习工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、机器学习、深度学习、tensorflow、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-08,https://job.example.com/42_00184
数据挖掘工程师,杭州,本科,经验不限,锐途智能有限公司,50-150人,合资,面议,"机器学习, pandas, sql, 数据挖掘, spark",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：机器学习、pandas、sql、数据挖掘、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00185
数据挖掘工程师,深圳,本科,1-3年,蓝帆科技有限公司,50-150人,国企,1.4-1.9万/月,"spark, 数据挖掘, sql, 统计学, 机器学习",数据挖掘工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：spark、数据挖掘、sql、统计学、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-14,https://job.example.com/42_00186
数据挖掘工程师,南京,硕士,1-3年,蓝合网络有限公司,少于50人,民营,15-18K,"sql, python, pandas, 数据挖掘, 统计学",数据挖掘工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、python、pandas、数据挖掘、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-12,https://job.example.com/42_00187
数据挖掘工程师,上海,大专,在校/应届,蓝脉数据有限公司,少于50人,合资,1.0-1.4万/月,"数据挖掘, sql, pandas, python, spark",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据挖掘、sql、pandas、python、spark。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-30,https://job.example.com/42_00188
Python开发工程师,广州,本科,经验不限,海图科技有限公司,2000人以上,上市公司,11-14K,"python, linux, django, flask, sql",Python开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、linux、django、flask、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-26,https://job.example.com/42_00189
数据产品经理,广州,本科,5-10年,锐合软件有限公司,500-2000人,民营,20-25K,"sql, 数据可视化, 用户研究, 需求分析, 产品设计",数据产品经理岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、数据可视化、用户研究、需求分析、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-28,https://job.example.com/42_00190
数据挖掘工程师,杭州,本科,1-3年,启合智能有限公司,500-2000人,民营,薪资面议,"机器学习, python, pandas, spark, 数据挖掘",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：机器学习、python、pandas、spark、数据挖掘。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-18,https://job.example.com/42_00191
BI工程师,深圳,大专,5-10年,锐脉软件有限公司,150-500人,上市公司,19-26K,"etl, tableau, sql, excel, powerbi",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：etl、tableau、sql、excel、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-04,https://job.example.com/42_00192
算法工程师,深圳,本科,5-10年,智创数据有限公司,50-150人,民营,19-26K·14薪,"数据结构, 机器学习, python, 深度学习, nlp",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据结构、机器学习、python、深度学习、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-08,https://job.example.com/42_00193
机器学习工程师,武汉,本科,5-10年,锐途网络有限公司,2000人以上,上市公司,面议,"机器学习, nlp, pytorch, 深度学习, tensorflow",机器学习工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：机器学习、nlp、pytorch、深度学习、tensorflow。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-03,https://job.example.com/42_00194
数据运营,杭州,本科,1-3年,锐合科技有限公司,150-500人,上市公司,14-22K·15薪,"excel, python, 数据分析, 用户增长, 数据可视化",数据运营岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、python、数据分析、用户增长、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-23,https://job.example.com/42_00195
算法工程师,北京,本科,在校/应届,云数软件有限公司,2000人以上,民营,14-19K,"推荐系统, nlp, 算法, python, 机器学习",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：推荐系统、nlp、算法、python、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-26,https://job.example.com/42_00196
数据产品经理,成都,本科,3-5年,蓝图网络有限公司,50-150人,国企,1.6-1.9万/月,"用户研究, excel, sql, 数据可视化, 产品设计",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：用户研究、excel、sql、数据可视化、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-24,https://job.example.com/42_00197
ETL工程师,成都,学历不限,3-5年,蓝图科技有限公司,50-150人,外资,1.2-1.6万/月,"etl, linux, 数据仓库, sql, python",ETL工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：etl、linux、数据仓库、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-30,https://job.example.com/42_00198
算法工程师,南京,本科,1-3年,海途科技有限公司,500-2000人,合资,1.2-2.1万/月,"算法, 数据结构, python, 机器学习, nlp",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：算法、数据结构、python、机器学习、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-03,https://job.example.com/42_00199
BI工程师,成都,硕士,1-3年,智脉科技有限公司,150-500人,民营,14-18K,"sql, 数据可视化, tableau, excel, etl",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、数据可视化、tableau、excel、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-22,https://job.example.com/42_00200
BI工程师,广州,大专,经验不限,启图数据有限公司,2000人以上,合资,9-17K,"etl, sql, powerbi, 数据可视化, tableau",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：etl、sql、powerbi、数据可视化、tableau。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-25,https://job.example.com/42_00201
BI工程师,杭州,大专,1-3年,锐脉软件有限公司,50-150人,民营,14-18K,"powerbi, tableau, sql, 数据可视化, etl",BI工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：powerbi、tableau、sql、数据可视化、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-24,https://job.example.com/42_00202
ETL工程师,南京,本科,经验不限,智途网络有限公司,500-2000人,合资,11-15K·15薪,"sql, etl, linux, hive, python",ETL工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、etl、linux、hive、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-09,https://job.example.com/42_00203
BI工程师,广州,本科,1-3年,启数数据有限公司,150-500人,上市公司,面议,"powerbi, tableau, 数据可视化, sql, etl",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：powerbi、tableau、数据可视化、sql、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-11,https://job.example.com/42_00204
算法工程师,武汉,学历不限,3-5年,锐图软件有限公司,2000人以上,国企,11-20K·16薪,"算法, 推荐系统, python, 深度学习, 机器学习",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：算法、推荐系统、python、深度学习、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-05,https://job.example.com/42_00205
数据运营,广州,本科,5-10年,云合科技有限公司,500-2000人,国企,1.8-2.5万/月,"用户增长, sql, 数据分析, excel, 数据可视化",数据运营岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：用户增长、sql、数据分析、excel、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-11,https://job.example.com/42_00206
Python开发工程师,上海,硕士,3-5年,智途智能有限公司,2000人以上,上市公司,1.8-2.7万/月,"sql, flask, docker, django, 爬虫",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、flask、docker、django、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-20,https://job.example.com/42_00207
数据挖掘工程师,上海,本科,3-5年,启图软件有限公司,2000人以上,上市公司,17-24K·13薪,"spark, python, 数据挖掘, pandas, 机器学习",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：spark、python、数据挖掘、pandas、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-19,https://job.example.com/42_00208
ETL工程师,武汉,本科,1-3年,蓝数科技有限公司,150-500人,外资,14-18K·16薪,"hive, linux, etl, sql, python",ETL工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：hive、linux、etl、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-30,https://job.example.com/42_00209
数据挖掘工程师,杭州,大专,1-3年,星合数据有限公司,500-2000人,合资,1.4-1.7万/月,"spark, 数据挖掘, 统计学, sql, pandas",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：spark、数据挖掘、统计学、sql、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-05,https://job.example.com/42_00210
数据挖掘工程师,上海,本科,3-5年,智帆科技有限公司,50-150人,民营,18-24K,"pandas, sql, 机器学习, python, 统计学",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pandas、sql、机器学习、python、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-18,https://job.example.com/42_00211
数据产品经理,武汉,大专,经验不限,启帆软件有限公司,2000人以上,上市公司,8-15K·15薪,"excel, 数据可视化, 需求分析, 产品设计, sql",数据产品经理岗位：参与数据平台建设，保障数据质量与时效性。核心技能：excel、数据可视化、需求分析、产品设计、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-28,https://job.example.com/42_00212
Python开发工程师,杭州,本科,1-3年,海帆网络有限公司,500-2000人,上市公司,面议,"python, linux, flask, django, 爬虫",Python开发工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：python、linux、flask、django、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-31,https://job.example.com/42_00213
数据挖掘工程师,广州,硕士,5-10年,启合网络有限公司,500-2000人,外资,21-30K·14薪,"python, 机器学习, 数据挖掘, pandas, sql",数据挖掘工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、机器学习、数据挖掘、pandas、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-14,https://job.example.com/42_00214
数据分析师,成都,硕士,3-5年,启途网络有限公司,150-500人,外资,1.8-2.5万/月,"数据可视化, 统计学, pandas, excel, numpy",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据可视化、统计学、pandas、excel、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-25,https://job.example.com/42_00215
数据挖掘工程师,深圳,本科,5-10年,海途软件有限公司,150-500人,外资,2.1-3.0万/月,"spark, pandas, sql, 数据挖掘, 统计学",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：spark、pandas、sql、数据挖掘、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-05,https://job.example.com/42_00216
ETL工程师,深圳,本科,3-5年,锐数数据有限公司,2000人以上,国企,19-24K·15薪,"linux, etl, 数据仓库, spark, hive",ETL工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：linux、etl、数据仓库、spark、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-04,https://job.example.com/42_00217
数据运营,广州,大专,1-3年,启脉网络有限公司,150-500人,外资,14-18K·13薪,"python, excel, sql, 用户增长, 数据分析",数据运营岗位：负责核心算法的调研、实现与线上效果优化。核心技能：python、excel、sql、用户增长、数据分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-07,https://job.example.com/42_00218
