title,city,education,experience,company,company_size,company_type,salary_text,skills,description,publish_date,link,salary_min,salary_max,salary_avg,skill_list,skill_count
ETL工程师,深圳,本科,经验不限,启数软件有限公司,少于50人,国企,面议,"linux, 数据仓库, etl, python, sql",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：linux、数据仓库、etl、python、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-23,https://job.example.com/42_00120,,,,"['linux', '数据仓库', 'etl', 'python', 'sql']",5
数据产品经理,南京,大专,在校/应届,海创数据有限公司,2000人以上,民营,0.7-1.6万/月,"sql, excel, 用户研究, 产品设计, 数据可视化",数据产品经理岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、excel、用户研究、产品设计、数据可视化。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-23,https://job.example.com/42_00121,7.0,16.0,11.5,"['sql', 'excel', '用户研究', '产品设计', '数据可视化']",5
数据分析师,武汉,不限,1-3年,锐创科技有限公司,150-500人,外资,12-17K·16薪,"sql, excel, pandas, python, numpy",数据分析师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：sql、excel、pandas、python、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-04,https://job.example.com/42_00122,12.0,17.0,14.5,"['sql', 'excel', 'pandas', 'python', 'numpy']",5
数据产品经理,杭州,本科,5-10年,海帆科技有限公司,150-500人,外资,18-23K·14薪,"数据可视化, sql, 需求分析, 用户研究, 产品设计",数据产品经理岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据可视化、sql、需求分析、用户研究、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00123,18.0,23.0,20.5,"['数据可视化', 'sql', '需求分析', '用户研究', '产品设计']",5
BI工程师,武汉,硕士,1-3年,蓝帆科技有限公司,150-500人,合资,15-23K,"sql, 数据可视化, excel, etl, powerbi",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、数据可视化、excel、etl、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-14,https://job.example.com/42_00124,15.0,23.0,19.0,"['sql', '数据可视化', 'excel', 'etl', 'powerbi']",5
ETL工程师,北京,本科,3-5年,启数数据有限公司,500-2000人,上市公司,1.8-2.2万/月,"hive, linux, etl, sql, python",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：hive、linux、etl、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00125,18.0,22.0,20.0,"['hive', 'linux', 'etl', 'sql', 'python']",5
大数据开发工程师,成都,硕士,在校/应届,蓝合智能有限公司,500-2000人,上市公司,1.2-1.8万/月,"spark, sql, flink, linux, hive",大数据开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：spark、sql、flink、linux、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00126,12.0,18.0,15.0,"['spark', 'sql', 'flink', 'linux', 'hive']",5
ETL工程师,上海,硕士,1-3年,云脉智能有限公司,2000人以上,国企,17-22K,"数据仓库, linux, hive, sql, python",ETL工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：数据仓库、linux、hive、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-06,https://job.example.com/42_00127,17.0,22.0,19.5,"['数据仓库', 'linux', 'hive', 'sql', 'python']",5
数据产品经理,上海,大专,在校/应届,启帆智能有限公司,500-2000人,合资,12-19K·15薪,"excel, 用户研究, 产品设计, 数据可视化, 需求分析",数据产品经理岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、用户研究、产品设计、数据可视化、需求分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-03,https://job.example.com/42_00128,12.0,19.0,15.5,"['excel', '用户研究', '产品设计', '数据可视化', '需求分析']",5
BI工程师,杭州,不限,经验不限,海途智能有限公司,少于50人,民营,1.2-1.5万/月,"excel, tableau, sql, 数据可视化, etl",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：excel、tableau、sql、数据可视化、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-07,https://job.example.com/42_00129,12.0,15.0,13.5,"['excel', 'tableau', 'sql', '数据可视化', 'etl']",5
BI工程师,广州,不限,在校/应届,启途智能有限公司,50-150人,外资,薪资面议,"excel, 数据可视化, powerbi, tableau, etl",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：excel、数据可视化、powerbi、tableau、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-07,https://job.example.com/42_00130,,,,"['excel', '数据可视化', 'powerbi', 'tableau', 'etl']",5
数据挖掘工程师,深圳,不限,经验不限,启创软件有限公司,50-150人,国企,11-18K,"spark, python, 数据挖掘, sql, pandas",数据挖掘工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：spark、python、数据挖掘、sql、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-15,https://job.example.com/42_00131,11.0,18.0,14.5,"['spark', 'python', '数据挖掘', 'sql', 'pandas']",5
数据分析师,武汉,硕士,5-10年,云合智能有限公司,少于50人,国企,2.0-3.0万/月,"python, sql, excel, 统计学, numpy",数据分析师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：python、sql、excel、统计学、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-30,https://job.example.com/42_00132,20.0,30.0,25.0,"['python', 'sql', 'excel', '统计学', 'numpy']",5
数据运营,深圳,不限,5-10年,锐脉网络有限公司,50-150人,外资,1.7-2.6万/月,"excel, sql, 数据可视化, python, 数据分析",数据运营岗位：参与数据平台建设，保障数据质量与时效性。核心技能：excel、sql、数据可视化、python、数据分析。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-09,https://job.example.com/42_00133,17.0,26.0,21.5,"['excel', 'sql', '数据可视化', 'python', '数据分析']",5
大数据开发工程师,北京,硕士,3-5年,海图软件有限公司,2000人以上,外资,2.2-2.7万/月,"linux, spark, flink, hive, java",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：linux、spark、flink、hive、java。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-09,https://job.example.com/42_00134,22.0,27.0,24.5,"['linux', 'spark', 'flink', 'hive', 'java']",5
BI工程师,广州,不限,3-5年,云创软件有限公司,500-2000人,上市公司,16-22K,"数据可视化, tableau, etl, excel, sql",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：数据可视化、tableau、etl、excel、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-27,https://job.example.com/42_00135,16.0,22.0,19.0,"['数据可视化', 'tableau', 'etl', 'excel', 'sql']",5
算法工程师,上海,硕士,5-10年,启图智能有限公司,2000人以上,民营,2.1-2.7万/月,"机器学习, python, 推荐系统, 算法, nlp",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：机器学习、python、推荐系统、算法、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-01,https://job.example.com/42_00136,21.0,27.0,24.0,"['机器学习', 'python', '推荐系统', '算法', 'nlp']",5
机器学习工程师,成都,本科,经验不限,海创数据有限公司,500-2000人,国企,12-21K·13薪,"机器学习, nlp, python, 深度学习, pytorch",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：机器学习、nlp、python、深度学习、pytorch。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-08,https://job.example.com/42_00137,12.0,21.0,16.5,"['机器学习', 'nlp', 'python', '深度学习', 'pytorch']",5
算法工程师,杭州,本科,1-3年,智脉网络有限公司,50-150人,外资,14-20K·15薪,"推荐系统, 深度学习, nlp, python, 机器学习",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：推荐系统、深度学习、nlp、python、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-19,https://job.example.com/42_00138,14.0,20.0,17.0,"['推荐系统', '深度学习', 'nlp', 'python', '机器学习']",5
数据分析师,杭州,硕士,3-5年,蓝帆软件有限公司,2000人以上,国企,20-27K·16薪,"数据可视化, excel, numpy, pandas, python",数据分析师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：数据可视化、excel、numpy、pandas、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-02,https://job.example.com/42_00139,20.0,27.0,23.5,"['数据可视化', 'excel', 'numpy', 'pandas', 'python']",5
数据产品经理,南京,本科,3-5年,锐图科技有限公司,2000人以上,民营,1.3-1.6万/月,"sql, 需求分析, 用户研究, excel, 产品设计",数据产品经理岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、需求分析、用户研究、excel、产品设计。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-01,https://job.example.com/42_00140,13.0,16.0,14.5,"['sql', '需求分析', '用户研究', 'excel', '产品设计']",5
BI工程师,广州,不限,3-5年,启数科技有限公司,2000人以上,上市公司,1.6-1.9万/月,"tableau, sql, excel, etl, powerbi",BI工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：tableau、sql、excel、etl、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-01,https://job.example.com/42_00141,16.0,19.0,17.5,"['tableau', 'sql', 'excel', 'etl', 'powerbi']",5
数据运营,武汉,本科,经验不限,云途智能有限公司,50-150人,国企,11-19K,"数据分析, 数据可视化, python, excel, sql",数据运营岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：数据分析、数据可视化、python、excel、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-21,https://job.example.com/42_00142,11.0,19.0,15.0,"['数据分析', '数据可视化', 'python', 'excel', 'sql']",5
Python开发工程师,成都,硕士,1-3年,海脉科技有限公司,少于50人,合资,16-19K·15薪,"flask, linux, django, docker, sql",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：flask、linux、django、docker、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-02,https://job.example.com/42_00143,16.0,19.0,17.5,"['flask', 'linux', 'django', 'docker', 'sql']",5
数据挖掘工程师,上海,硕士,5-10年,星帆智能有限公司,500-2000人,外资,面议,"sql, 统计学, 数据挖掘, python, pandas",数据挖掘工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、统计学、数据挖掘、python、pandas。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00144,,,,"['sql', '统计学', '数据挖掘', 'python', 'pandas']",5
大数据开发工程师,北京,本科,5-10年,云数数据有限公司,2000人以上,国企,22-30K·13薪,"hadoop, java, spark, hive, sql",大数据开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：hadoop、java、spark、hive、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-18,https://job.example.com/42_00145,22.0,30.0,26.0,"['hadoop', 'java', 'spark', 'hive', 'sql']",5
Python开发工程师,成都,本科,经验不限,锐合网络有限公司,少于50人,外资,1.2-2.2万/月,"sql, linux, python, docker, 爬虫",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、linux、python、docker、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-30,https://job.example.com/42_00146,12.0,22.0,17.0,"['sql', 'linux', 'python', 'docker', '爬虫']",5
算法工程师,武汉,硕士,在校/应届,智帆科技有限公司,少于50人,外资,11-20K,"nlp, 推荐系统, 深度学习, python, 机器学习",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：nlp、推荐系统、深度学习、python、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-17,https://job.example.com/42_00147,11.0,20.0,15.5,"['nlp', '推荐系统', '深度学习', 'python', '机器学习']",5
Python开发工程师,上海,本科,1-3年,星合软件有限公司,2000人以上,上市公司,14-17K,"sql, docker, django, python, 爬虫",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、docker、django、python、爬虫。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-16,https://job.example.com/42_00148,14.0,17.0,15.5,"['sql', 'docker', 'django', 'python', '爬虫']",5
数据运营,上海,硕士,3-5年,智途智能有限公司,50-150人,上市公司,21-26K,"数据可视化, 用户增长, excel, sql, python",数据运营岗位：与产品和运营协作，输出数据专题分析报告。核心技能：数据可视化、用户增长、excel、sql、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-05,https://job.example.com/42_00149,21.0,26.0,23.5,"['数据可视化', '用户增长', 'excel', 'sql', 'python']",5
大数据开发工程师,杭州,硕士,在校/应届,启脉科技有限公司,150-500人,外资,1.6-2.2万/月,"java, spark, flink, hadoop, linux",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：java、spark、flink、hadoop、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-29,https://job.example.com/42_00150,16.0,22.0,19.0,"['java', 'spark', 'flink', 'hadoop', 'linux']",5
Python开发工程师,广州,本科,经验不限,蓝合智能有限公司,50-150人,外资,12-22K,"sql, docker, flask, 爬虫, linux",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、docker、flask、爬虫、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-23,https://job.example.com/42_00151,12.0,22.0,17.0,"['sql', 'docker', 'flask', '爬虫', 'linux']",5
BI工程师,成都,本科,3-5年,智脉软件有限公司,150-500人,民营,1.4-1.9万/月,"excel, 数据可视化, tableau, etl, powerbi",BI工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：excel、数据可视化、tableau、etl、powerbi。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-27,https://job.example.com/42_00152,14.0,19.0,16.5,"['excel', '数据可视化', 'tableau', 'etl', 'powerbi']",5
数据运营,北京,大专,1-3年,海合数据有限公司,150-500人,国企,14-23K·16薪,"python, sql, 用户增长, 数据分析, excel",数据运营岗位：与产品和运营协作，输出数据专题分析报告。核心技能：python、sql、用户增长、数据分析、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-19,https://job.example.com/42_00153,14.0,23.0,18.5,"['python', 'sql', '用户增长', '数据分析', 'excel']",5
Python开发工程师,南京,硕士,1-3年,智数智能有限公司,2000人以上,民营,面议,"flask, sql, 爬虫, django, docker",Python开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：flask、sql、爬虫、django、docker。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-24,https://job.example.com/42_00154,,,,"['flask', 'sql', '爬虫', 'django', 'docker']",5
算法工程师,广州,大专,3-5年,云途网络有限公司,50-150人,上市公司,1.4-2.4万/月,"python, 推荐系统, 深度学习, 机器学习, 算法",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：python、推荐系统、深度学习、机器学习、算法。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-18,https://job.example.com/42_00155,14.0,24.0,19.0,"['python', '推荐系统', '深度学习', '机器学习', '算法']",5
BI工程师,南京,不限,3-5年,云数软件有限公司,少于50人,民营,1.2-2.0万/月,"etl, excel, tableau, 数据可视化, sql",BI工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：etl、excel、tableau、数据可视化、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-10,https://job.example.com/42_00156,12.0,20.0,16.0,"['etl', 'excel', 'tableau', '数据可视化', 'sql']",5
算法工程师,南京,不限,在校/应届,海图软件有限公司,150-500人,民营,6-9K·16薪,"推荐系统, 深度学习, 机器学习, nlp, python",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：推荐系统、深度学习、机器学习、nlp、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-14,https://job.example.com/42_00157,6.0,9.0,7.5,"['推荐系统', '深度学习', '机器学习', 'nlp', 'python']",5
Python开发工程师,广州,大专,在校/应届,启合数据有限公司,500-2000人,国企,11-20K,"flask, linux, 爬虫, django, sql",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：flask、linux、爬虫、django、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-18,https://job.example.com/42_00158,11.0,20.0,15.5,"['flask', 'linux', '爬虫', 'django', 'sql']",5
机器学习工程师,南京,硕士,1-3年,锐途智能有限公司,50-150人,外资,16-20K,"tensorflow, python, 机器学习, pytorch, nlp",机器学习工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：tensorflow、python、机器学习、pytorch、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-25,https://job.example.com/42_00159,16.0,20.0,18.0,"['tensorflow', 'python', '机器学习', 'pytorch', 'nlp']",5
数据产品经理,成都,硕士,1-3年,锐帆网络有限公司,2000人以上,上市公司,面议,"用户研究, 产品设计, 数据可视化, 需求分析, sql",数据产品经理岗位：与产品和运营协作，输出数据专题分析报告。核心技能：用户研究、产品设计、数据可视化、需求分析、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-11,https://job.example.com/42_00160,,,,"['用户研究', '产品设计', '数据可视化', '需求分析', 'sql']",5
Python开发工程师,深圳,本科,经验不限,星创软件有限公司,500-2000人,国企,13-18K·13薪,"linux, docker, 爬虫, sql, flask",Python开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：linux、docker、爬虫、sql、flask。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-07,https://job.example.com/42_00161,13.0,18.0,15.5,"['linux', 'docker', '爬虫', 'sql', 'flask']",5
数据挖掘工程师,广州,本科,5-10年,星帆软件有限公司,2000人以上,上市公司,2.0-3.0万/月,"sql, pandas, python, 数据挖掘, 统计学",数据挖掘工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：sql、pandas、python、数据挖掘、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-24,https://job.example.com/42_00162,20.0,30.0,25.0,"['sql', 'pandas', 'python', '数据挖掘', '统计学']",5
数据产品经理,南京,本科,经验不限,星创网络有限公司,50-150人,合资,12-16K·14薪,"用户研究, 数据可视化, 需求分析, 产品设计, excel",数据产品经理岗位：负责核心算法的调研、实现与线上效果优化。核心技能：用户研究、数据可视化、需求分析、产品设计、excel。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-15,https://job.example.com/42_00163,12.0,16.0,14.0,"['用户研究', '数据可视化', '需求分析', '产品设计', 'excel']",5
大数据开发工程师,成都,硕士,5-10年,海脉数据有限公司,150-500人,民营,20-24K·13薪,"sql, java, flink, spark, hive",大数据开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、java、flink、spark、hive。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-16,https://job.example.com/42_00164,20.0,24.0,22.0,"['sql', 'java', 'flink', 'spark', 'hive']",5
机器学习工程师,深圳,不限,3-5年,智帆科技有限公司,2000人以上,外资,15-23K·15薪,"pytorch, 深度学习, tensorflow, python, nlp",机器学习工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：pytorch、深度学习、tensorflow、python、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-08,https://job.example.com/42_00165,15.0,23.0,19.0,"['pytorch', '深度学习', 'tensorflow', 'python', 'nlp']",5
大数据开发工程师,杭州,不限,3-5年,智图数据有限公司,50-150人,国企,薪资面议,"linux, java, spark, flink, sql",大数据开发工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：linux、java、spark、flink、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-02,https://job.example.com/42_00166,,,,"['linux', 'java', 'spark', 'flink', 'sql']",5
BI工程师,南京,本科,3-5年,海脉科技有限公司,500-2000人,上市公司,1.5-2.5万/月,"excel, powerbi, 数据可视化, tableau, etl",BI工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、powerbi、数据可视化、tableau、etl。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-02,https://job.example.com/42_00167,15.0,25.0,20.0,"['excel', 'powerbi', '数据可视化', 'tableau', 'etl']",5
算法工程师,北京,不限,5-10年,智途智能有限公司,500-2000人,国企,1.8-2.8万/月,"数据结构, nlp, python, 深度学习, 机器学习",算法工程师岗位：负责核心算法的调研、实现与线上效果优化。核心技能：数据结构、nlp、python、深度学习、机器学习。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-05,https://job.example.com/42_00168,18.0,28.0,23.0,"['数据结构', 'nlp', 'python', '深度学习', '机器学习']",5
算法工程师,杭州,本科,3-5年,云途软件有限公司,少于50人,民营,1.6-2.6万/月,"推荐系统, 算法, 数据结构, 深度学习, nlp",算法工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：推荐系统、算法、数据结构、深度学习、nlp。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-29,https://job.example.com/42_00169,16.0,26.0,21.0,"['推荐系统', '算法', '数据结构', '深度学习', 'nlp']",5
数据分析师,武汉,本科,3-5年,海数网络有限公司,少于50人,外资,1.4-1.7万/月,"sql, excel, pandas, 统计学, numpy",数据分析师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：sql、excel、pandas、统计学、numpy。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-21,https://job.example.com/42_00170,14.0,17.0,15.5,"['sql', 'excel', 'pandas', '统计学', 'numpy']",5
大数据开发工程师,深圳,硕士,3-5年,云帆智能有限公司,50-150人,上市公司,1.8-2.1万/月,"java, linux, sql, hive, flink",大数据开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：java、linux、sql、hive、flink。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-29,https://job.example.com/42_00171,18.0,21.0,19.5,"['java', 'linux', 'sql', 'hive', 'flink']",5
算法工程师,上海,不限,1-3年,云图科技有限公司,少于50人,外资,14-19K·13薪,"nlp, 算法, 深度学习, python, 推荐系统",算法工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：nlp、算法、深度学习、python、推荐系统。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-18,https://job.example.com/42_00172,14.0,19.0,16.5,"['nlp', '算法', '深度学习', 'python', '推荐系统']",5
数据挖掘工程师,上海,硕士,3-5年,海图数据有限公司,500-2000人,上市公司,1.9-2.3万/月,"python, pandas, 机器学习, sql, 统计学",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：python、pandas、机器学习、sql、统计学。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-13,https://job.example.com/42_00173,19.0,23.0,21.0,"['python', 'pandas', '机器学习', 'sql', '统计学']",5
数据挖掘工程师,上海,硕士,3-5年,蓝图科技有限公司,50-150人,上市公司,20-23K·16薪,"sql, 数据挖掘, spark, 统计学, python",数据挖掘工程师岗位：参与数据模型设计与报表开发，支持业务决策。核心技能：sql、数据挖掘、spark、统计学、python。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-24,https://job.example.com/42_00174,20.0,23.0,21.5,"['sql', '数据挖掘', 'spark', '统计学', 'python']",5
大数据开发工程师,深圳,硕士,3-5年,智脉数据有限公司,500-2000人,合资,薪资面议,"hive, spark, flink, hadoop, sql",大数据开发工程师岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：hive、spark、flink、hadoop、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-08-21,https://job.example.com/42_00175,,,,"['hive', 'spark', 'flink', 'hadoop', 'sql']",5
ETL工程师,上海,硕士,经验不限,蓝创数据有限公司,500-2000人,民营,面议,"hive, python, etl, spark, linux",ETL工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：hive、python、etl、spark、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-02,https://job.example.com/42_00176,,,,"['hive', 'python', 'etl', 'spark', 'linux']",5
大数据开发工程师,深圳,本科,经验不限,智合软件有限公司,500-2000人,民营,13-20K,"sql, flink, hive, hadoop, linux",大数据开发工程师岗位：参与数据平台建设，保障数据质量与时效性。核心技能：sql、flink、hive、hadoop、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-10,https://job.example.com/42_00177,13.0,20.0,16.5,"['sql', 'flink', 'hive', 'hadoop', 'linux']",5
Python开发工程师,深圳,不限,在校/应届,海脉数据有限公司,少于50人,国企,薪资面议,"flask, docker, sql, python, linux",Python开发工程师岗位：与产品和运营协作，输出数据专题分析报告。核心技能：flask、docker、sql、python、linux。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-06-15,https://job.example.com/42_00178,,,,"['flask', 'docker', 'sql', 'python', 'linux']",5
数据产品经理,北京,本科,3-5年,星合网络有限公司,2000人以上,上市公司,1.8-2.3万/月,"excel, 需求分析, 数据可视化, 产品设计, sql",数据产品经理岗位：负责业务数据的采集、清洗与指标体系搭建。核心技能：excel、需求分析、数据可视化、产品设计、sql。要求具备扎实的编程基础与数据敏感度，熟悉主流工具链，有良好的团队协作与文档习惯。,2026-07-18,https://job.example.com/42_00179,18.0,23.0,20.5,"['excel', '需求分析', '数据可视化', '产品设计', 'sql']",5
